metadata.url,metadata.title,metadata.last_modified,metadata.description,content.main_content,content.sections,content.related_links,content.images
https://sunway.edu.np/workshop/free-digital-marketing-workshop-for-2-graduates/,Free Digital Marketing Workshop for 2 Graduates,2025-01-28T06:36:04+00:00,We invite 2 students to join us at this special two-day workshop that will give you an opportunity to learn more about digital marketing,"Free Digital Marketing Workshop for 2 Graduates 𝐅𝐫𝐞𝐞 𝐃𝐢𝐠𝐢𝐭𝐚𝐥 𝐌𝐚𝐫𝐤𝐞𝐭𝐢𝐧𝐠 𝐖𝐨𝐫𝐤𝐬𝐡𝐨𝐩 𝐟𝐨𝐫 𝟐 𝐆𝐫𝐚𝐝𝐮𝐚𝐭𝐞 𝐒𝐭𝐮𝐝𝐞𝐧𝐭𝐬. We invite 2 students to join us at this special two-day digital marketing workshop that will give you an opportunity to learn more about digital marketing. Why attend this workshop?:  Learn why Digital Marketing is high in demand locally  globally  Learn directly from industry-leading experts This workshop will be facilitated by Mr. Sonish Sapkota Managing Director, Infinity Group of Companies and Infinity Digital Agency and Mr. Pravin Adhikari Digital Customer Experience and Omni Channel Design, Ncell  Decide your career yourself  take an informed decision  Implement what you learn right away  Intro to Digital Marketing  Content Marketing  Personal Branding  Careers in Digital Marketing and much more.  Be ahead of your circle  explore emerging topics  Decide on your career options after learning  Get certification for your valuable attendance 18th to 19th September 8 AM  9:30 AM 𝐑𝐞𝐠𝐢𝐬𝐭𝐞𝐫 𝐚𝐧𝐝 𝐁𝐨𝐨𝐤 𝐲𝐨𝐮𝐫 𝐬𝐞𝐚𝐭𝐬 𝐭𝐨𝐝𝐚𝐲! 𝐎𝐧𝐥𝐲 𝐭𝐚𝐤𝐞𝐬 𝟐 𝐦𝐢𝐧𝐮𝐭𝐞𝐬! Sunway College Kathmandu. Most happening college. Learn about our Bachelors course in Digital Marketing here: BA Hons Marketing With Digital Communication Join Our Workshop Post navigation Previous: Free 1 Day SessionWorkshop on Data Science as a Career for 2 StudentsNext: A Session on Data Science As a Career SearchSearchRecent PostsHow Nepals Social Media Council Bill, 2081 BS Could Impact Students: A Closer Look For AI Enthusiasts: A Fascinating Journey Through the History of Artificial Intelligence Power of Artificial Intelligence in Network Security: From Fraud Detection to Edge Computing in Telecom Infrastructure Enhance Your Job Placement Opportunities: Steps to a Better LinkedIn Profile in 2024 Discover The Best Python Courses In Nepal. Recent CommentsNo comments to show.Archives February 2025 January 2024 December 2023 November 2023 October 2023 September 2023 August 2023 July 2023 February 2023 December 2022 November 2022 October 2022 August 2022 Categories Blog data science digital marketing student blog Uncategorized",[],[],"[{'src': 'https://www.facebook.com/tr?id=625202062554777&ev=PageView&noscript=1', 'alt': 'fbpx', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/01/site-logo.png', 'alt': 'Sunway College Kathmandu', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/02/ad.jpg', 'alt': '', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2022/10/2graduate.jpg', 'alt': '', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/01/footer-logo-name.png', 'alt': 'Footer Image', 'caption': ''}]"
https://sunway.edu.np/workshop/free-digital-marketing-workshop-for-2-graduates/#primary,Free Digital Marketing Workshop for 2 Graduates,2025-01-28T06:36:04+00:00,We invite 2 students to join us at this special two-day workshop that will give you an opportunity to learn more about digital marketing,"Free Digital Marketing Workshop for 2 Graduates 𝐅𝐫𝐞𝐞 𝐃𝐢𝐠𝐢𝐭𝐚𝐥 𝐌𝐚𝐫𝐤𝐞𝐭𝐢𝐧𝐠 𝐖𝐨𝐫𝐤𝐬𝐡𝐨𝐩 𝐟𝐨𝐫 𝟐 𝐆𝐫𝐚𝐝𝐮𝐚𝐭𝐞 𝐒𝐭𝐮𝐝𝐞𝐧𝐭𝐬. We invite 2 students to join us at this special two-day digital marketing workshop that will give you an opportunity to learn more about digital marketing. Why attend this workshop?:  Learn why Digital Marketing is high in demand locally  globally  Learn directly from industry-leading experts This workshop will be facilitated by Mr. Sonish Sapkota Managing Director, Infinity Group of Companies and Infinity Digital Agency and Mr. Pravin Adhikari Digital Customer Experience and Omni Channel Design, Ncell  Decide your career yourself  take an informed decision  Implement what you learn right away  Intro to Digital Marketing  Content Marketing  Personal Branding  Careers in Digital Marketing and much more.  Be ahead of your circle  explore emerging topics  Decide on your career options after learning  Get certification for your valuable attendance 18th to 19th September 8 AM  9:30 AM 𝐑𝐞𝐠𝐢𝐬𝐭𝐞𝐫 𝐚𝐧𝐝 𝐁𝐨𝐨𝐤 𝐲𝐨𝐮𝐫 𝐬𝐞𝐚𝐭𝐬 𝐭𝐨𝐝𝐚𝐲! 𝐎𝐧𝐥𝐲 𝐭𝐚𝐤𝐞𝐬 𝟐 𝐦𝐢𝐧𝐮𝐭𝐞𝐬! Sunway College Kathmandu. Most happening college. Learn about our Bachelors course in Digital Marketing here: BA Hons Marketing With Digital Communication Join Our Workshop Post navigation Previous: Free 1 Day SessionWorkshop on Data Science as a Career for 2 StudentsNext: A Session on Data Science As a Career SearchSearchRecent PostsHow Nepals Social Media Council Bill, 2081 BS Could Impact Students: A Closer Look For AI Enthusiasts: A Fascinating Journey Through the History of Artificial Intelligence Power of Artificial Intelligence in Network Security: From Fraud Detection to Edge Computing in Telecom Infrastructure Enhance Your Job Placement Opportunities: Steps to a Better LinkedIn Profile in 2024 Discover The Best Python Courses In Nepal. Recent CommentsNo comments to show.Archives February 2025 January 2024 December 2023 November 2023 October 2023 September 2023 August 2023 July 2023 February 2023 December 2022 November 2022 October 2022 August 2022 Categories Blog data science digital marketing student blog Uncategorized",[],[],"[{'src': 'https://www.facebook.com/tr?id=625202062554777&ev=PageView&noscript=1', 'alt': 'fbpx', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/01/site-logo.png', 'alt': 'Sunway College Kathmandu', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/02/ad.jpg', 'alt': '', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2022/10/2graduate.jpg', 'alt': '', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/01/footer-logo-name.png', 'alt': 'Footer Image', 'caption': ''}]"
https://sunway.edu.np/workshop/a-session-on-data-science-as-a-career/,A Session on Data Science As a Career - Sunway College Kathmandu,2025-01-28T06:35:19+00:00,,"A Session on Data Science As a Career Why?  Learn why Data Scientist is considered the Sexiest Job of the 21st Century Learn directly from industry-leading experts Decide your career yourself  take an informed decision Learn why Data Scientists are high in demand and about the scope of Data Science locally and globally Implement what you learn right away Be ahead of your circle  explore emerging topics Decide on your career options after learning Get certification for your valuable attendance When? Our 1 Day Free Session on Data Science as a career starts on19th October8 AM  9:30 AM How? Real-life examples, new learnings, fun-filled insights, and QA  the session will be fun and knowledgeable. Times ticking  Registration Link in Bio. Sunway College Kathmandu. Most happening college. Join Our Workshop Post navigation Previous: Free Digital Marketing Workshop for 2 GraduatesNext: Webinar  Limitless Scope  Promising Future of Data Science and AI SearchSearchRecent PostsHow Nepals Social Media Council Bill, 2081 BS Could Impact Students: A Closer Look For AI Enthusiasts: A Fascinating Journey Through the History of Artificial Intelligence Power of Artificial Intelligence in Network Security: From Fraud Detection to Edge Computing in Telecom Infrastructure Enhance Your Job Placement Opportunities: Steps to a Better LinkedIn Profile in 2024 Discover The Best Python Courses In Nepal. Recent CommentsNo comments to show.Archives February 2025 January 2024 December 2023 November 2023 October 2023 September 2023 August 2023 July 2023 February 2023 December 2022 November 2022 October 2022 August 2022 Categories Blog data science digital marketing student blog Uncategorized",[],[],"[{'src': 'https://www.facebook.com/tr?id=625202062554777&ev=PageView&noscript=1', 'alt': 'fbpx', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/01/site-logo.png', 'alt': 'Sunway College Kathmandu', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/02/ad.jpg', 'alt': '', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2022/10/Session-on-data-Science.jpg', 'alt': '', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/01/footer-logo-name.png', 'alt': 'Footer Image', 'caption': ''}]"
https://sunway.edu.np/workshop/a-session-on-data-science-as-a-career/#primary,A Session on Data Science As a Career - Sunway College Kathmandu,2025-01-28T06:35:19+00:00,,"A Session on Data Science As a Career Why?  Learn why Data Scientist is considered the Sexiest Job of the 21st Century Learn directly from industry-leading experts Decide your career yourself  take an informed decision Learn why Data Scientists are high in demand and about the scope of Data Science locally and globally Implement what you learn right away Be ahead of your circle  explore emerging topics Decide on your career options after learning Get certification for your valuable attendance When? Our 1 Day Free Session on Data Science as a career starts on19th October8 AM  9:30 AM How? Real-life examples, new learnings, fun-filled insights, and QA  the session will be fun and knowledgeable. Times ticking  Registration Link in Bio. Sunway College Kathmandu. Most happening college. Join Our Workshop Post navigation Previous: Free Digital Marketing Workshop for 2 GraduatesNext: Webinar  Limitless Scope  Promising Future of Data Science and AI SearchSearchRecent PostsHow Nepals Social Media Council Bill, 2081 BS Could Impact Students: A Closer Look For AI Enthusiasts: A Fascinating Journey Through the History of Artificial Intelligence Power of Artificial Intelligence in Network Security: From Fraud Detection to Edge Computing in Telecom Infrastructure Enhance Your Job Placement Opportunities: Steps to a Better LinkedIn Profile in 2024 Discover The Best Python Courses In Nepal. Recent CommentsNo comments to show.Archives February 2025 January 2024 December 2023 November 2023 October 2023 September 2023 August 2023 July 2023 February 2023 December 2022 November 2022 October 2022 August 2022 Categories Blog data science digital marketing student blog Uncategorized",[],[],"[{'src': 'https://www.facebook.com/tr?id=625202062554777&ev=PageView&noscript=1', 'alt': 'fbpx', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/01/site-logo.png', 'alt': 'Sunway College Kathmandu', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/02/ad.jpg', 'alt': '', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2022/10/Session-on-data-Science.jpg', 'alt': '', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/01/footer-logo-name.png', 'alt': 'Footer Image', 'caption': ''}]"
https://sunway.edu.np/workshop/webinar-datascience-ai/,Webinar - Limitless Scope  Promising Future of Data Science and AI - Sunway College Kathmandu,2025-01-28T06:34:50+00:00,"Learn from Dr. Santosh KC regarding his experience working in the industry and with Meta, scope of AI and Data Science in Nepal and Abroad with career opportunities, job designations the students can work in with differences in job roles for each, how students can up-skill themselves in Data Science and AI right from their undergraduate level. Date: 17 September 2023  Timings: 8 PM - 9 PM","Webinar  Limitless Scope  Promising Future of Data Science and AI Join Our Workshop Post navigation Previous: A Session on Data Science As a CareerNext: Sunwayian Spotlight: Inspiring Alumni Talk Recap with Mr. Kiran Prajapati Data Engineer SearchSearchRecent PostsHow Nepals Social Media Council Bill, 2081 BS Could Impact Students: A Closer Look For AI Enthusiasts: A Fascinating Journey Through the History of Artificial Intelligence Power of Artificial Intelligence in Network Security: From Fraud Detection to Edge Computing in Telecom Infrastructure Enhance Your Job Placement Opportunities: Steps to a Better LinkedIn Profile in 2024 Discover The Best Python Courses In Nepal. Recent CommentsNo comments to show.Archives February 2025 January 2024 December 2023 November 2023 October 2023 September 2023 August 2023 July 2023 February 2023 December 2022 November 2022 October 2022 August 2022 Categories Blog data science digital marketing student blog Uncategorized",[],[],"[{'src': 'https://www.facebook.com/tr?id=625202062554777&ev=PageView&noscript=1', 'alt': 'fbpx', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/01/site-logo.png', 'alt': 'Sunway College Kathmandu', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/02/ad.jpg', 'alt': '', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2023/09/Online-Session-Dr.-Santosh-KC.jpeg', 'alt': '', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/01/footer-logo-name.png', 'alt': 'Footer Image', 'caption': ''}]"
https://sunway.edu.np/workshop/webinar-datascience-ai/#primary,Webinar - Limitless Scope  Promising Future of Data Science and AI - Sunway College Kathmandu,2025-01-28T06:34:50+00:00,"Learn from Dr. Santosh KC regarding his experience working in the industry and with Meta, scope of AI and Data Science in Nepal and Abroad with career opportunities, job designations the students can work in with differences in job roles for each, how students can up-skill themselves in Data Science and AI right from their undergraduate level. Date: 17 September 2023  Timings: 8 PM - 9 PM","Webinar  Limitless Scope  Promising Future of Data Science and AI Join Our Workshop Post navigation Previous: A Session on Data Science As a CareerNext: Sunwayian Spotlight: Inspiring Alumni Talk Recap with Mr. Kiran Prajapati Data Engineer SearchSearchRecent PostsHow Nepals Social Media Council Bill, 2081 BS Could Impact Students: A Closer Look For AI Enthusiasts: A Fascinating Journey Through the History of Artificial Intelligence Power of Artificial Intelligence in Network Security: From Fraud Detection to Edge Computing in Telecom Infrastructure Enhance Your Job Placement Opportunities: Steps to a Better LinkedIn Profile in 2024 Discover The Best Python Courses In Nepal. Recent CommentsNo comments to show.Archives February 2025 January 2024 December 2023 November 2023 October 2023 September 2023 August 2023 July 2023 February 2023 December 2022 November 2022 October 2022 August 2022 Categories Blog data science digital marketing student blog Uncategorized",[],[],"[{'src': 'https://www.facebook.com/tr?id=625202062554777&ev=PageView&noscript=1', 'alt': 'fbpx', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/01/site-logo.png', 'alt': 'Sunway College Kathmandu', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/02/ad.jpg', 'alt': '', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2023/09/Online-Session-Dr.-Santosh-KC.jpeg', 'alt': '', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/01/footer-logo-name.png', 'alt': 'Footer Image', 'caption': ''}]"
https://sunway.edu.np/workshop/sunwayian-spotlight-inspiring-alumni-talk-recap-with-mr-kiran-prajapati-data-engineer/,Sunwayian Spotlight: Inspiring Alumni Talk Recap with Mr. Kiran Prajapati Data Engineer - Sunway College Kathmandu,2025-01-28T06:44:08+00:00,,"Sunwayian Spotlight: Inspiring Alumni Talk Recap with Mr. Kiran Prajapati Data Engineer Sunway College Kathmandu proudly hosted an Experience Sharing Session on February 4th, 2024, featuring our esteemed alumnus, Mr. Kiran Prajapati, a successful Data Engineer at Nankai Electric Railway Co. Ltd. in Osaka, Japan. This event was a fantastic opportunity for our current students and aspiring professionals to gain valuable insights into the exciting world of Data Science and Artificial Intelligence. Mr. Prajapati, through his engaging presentation and interactive session, shared his journey from being a Sunwayian to carving a successful career path in the data field. He emphasized the importance of: Building a strong foundation: He highlighted the crucial role his education at Sunway College Kathmandu played in equipping him with the necessary skills and knowledge. Embracing continuous learning: He stressed the importance of staying updated with the ever-evolving nature of Data Science and AI technologies. Developing key skills: He identified critical skills like problem-solving, analytical thinking, and communication as essential for success in this field. Networking and building connections: He shared the importance of networking with industry professionals and building meaningful connections. Sunway College Kathmandu is incredibly proud of Mr. Prajapatis accomplishments and deeply appreciative of him taking the time to share his experiences and inspire our current students. We are confident that his insights will motivate them to excel in their academic journey and future careers. Missed the event? Stay tuned for upcoming alumni sessions and career-oriented workshops organized by Sunway College Kathmandu! Join Our Workshop Post navigation Previous: Webinar  Limitless Scope  Promising Future of Data Science and AINext: Data Science with Python SearchSearchRecent PostsHow Nepals Social Media Council Bill, 2081 BS Could Impact Students: A Closer Look For AI Enthusiasts: A Fascinating Journey Through the History of Artificial Intelligence Power of Artificial Intelligence in Network Security: From Fraud Detection to Edge Computing in Telecom Infrastructure Enhance Your Job Placement Opportunities: Steps to a Better LinkedIn Profile in 2024 Discover The Best Python Courses In Nepal. Recent CommentsNo comments to show.Archives February 2025 January 2024 December 2023 November 2023 October 2023 September 2023 August 2023 July 2023 February 2023 December 2022 November 2022 October 2022 August 2022 Categories Blog data science digital marketing student blog Uncategorized",[],[],"[{'src': 'https://www.facebook.com/tr?id=625202062554777&ev=PageView&noscript=1', 'alt': 'fbpx', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/01/site-logo.png', 'alt': 'Sunway College Kathmandu', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/02/ad.jpg', 'alt': '', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2024/02/sunwaycollegektm_1706789444_3293111001741204755_4971021648-1.jpg', 'alt': 'alumnus experience sharing session | sunway college', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/01/footer-logo-name.png', 'alt': 'Footer Image', 'caption': ''}]"
https://sunway.edu.np/workshop/sunwayian-spotlight-inspiring-alumni-talk-recap-with-mr-kiran-prajapati-data-engineer/#primary,Sunwayian Spotlight: Inspiring Alumni Talk Recap with Mr. Kiran Prajapati Data Engineer - Sunway College Kathmandu,2025-01-28T06:44:08+00:00,,"Sunwayian Spotlight: Inspiring Alumni Talk Recap with Mr. Kiran Prajapati Data Engineer Sunway College Kathmandu proudly hosted an Experience Sharing Session on February 4th, 2024, featuring our esteemed alumnus, Mr. Kiran Prajapati, a successful Data Engineer at Nankai Electric Railway Co. Ltd. in Osaka, Japan. This event was a fantastic opportunity for our current students and aspiring professionals to gain valuable insights into the exciting world of Data Science and Artificial Intelligence. Mr. Prajapati, through his engaging presentation and interactive session, shared his journey from being a Sunwayian to carving a successful career path in the data field. He emphasized the importance of: Building a strong foundation: He highlighted the crucial role his education at Sunway College Kathmandu played in equipping him with the necessary skills and knowledge. Embracing continuous learning: He stressed the importance of staying updated with the ever-evolving nature of Data Science and AI technologies. Developing key skills: He identified critical skills like problem-solving, analytical thinking, and communication as essential for success in this field. Networking and building connections: He shared the importance of networking with industry professionals and building meaningful connections. Sunway College Kathmandu is incredibly proud of Mr. Prajapatis accomplishments and deeply appreciative of him taking the time to share his experiences and inspire our current students. We are confident that his insights will motivate them to excel in their academic journey and future careers. Missed the event? Stay tuned for upcoming alumni sessions and career-oriented workshops organized by Sunway College Kathmandu! Join Our Workshop Post navigation Previous: Webinar  Limitless Scope  Promising Future of Data Science and AINext: Data Science with Python SearchSearchRecent PostsHow Nepals Social Media Council Bill, 2081 BS Could Impact Students: A Closer Look For AI Enthusiasts: A Fascinating Journey Through the History of Artificial Intelligence Power of Artificial Intelligence in Network Security: From Fraud Detection to Edge Computing in Telecom Infrastructure Enhance Your Job Placement Opportunities: Steps to a Better LinkedIn Profile in 2024 Discover The Best Python Courses In Nepal. Recent CommentsNo comments to show.Archives February 2025 January 2024 December 2023 November 2023 October 2023 September 2023 August 2023 July 2023 February 2023 December 2022 November 2022 October 2022 August 2022 Categories Blog data science digital marketing student blog Uncategorized",[],[],"[{'src': 'https://www.facebook.com/tr?id=625202062554777&ev=PageView&noscript=1', 'alt': 'fbpx', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/01/site-logo.png', 'alt': 'Sunway College Kathmandu', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/02/ad.jpg', 'alt': '', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2024/02/sunwaycollegektm_1706789444_3293111001741204755_4971021648-1.jpg', 'alt': 'alumnus experience sharing session | sunway college', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/01/footer-logo-name.png', 'alt': 'Footer Image', 'caption': ''}]"
https://sunway.edu.np/workshop/data-science-with-python/,Data Science with Python - Sunway College Kathmandu,2025-01-28T06:33:24+00:00,,"Data Science with Python Data Science is Python is a short course offered at Sunway College Kathmandu in partnership with NCC, UK. Entry Requirement: Willingness to invest a minimum of 15 hours per week Programming Basics in QBasicCC or similar is preferable No particular education requirement The selection of the candidate is subject to a comprehensive test to analyze their knowledge level Basic Course2 months Python 1: Introduction to Python Introduction to programming and Python Setting up Python environment IDEs, text editors, online interpreters Writing and running your first Python program Variables, data types, and basic operations Comments and code structure 2: Control Structures Conditional statements if, else, elif Comparison operators and boolean logic Loops for and while Break and continue statements Practical exercises and mini-projects 3: Functions and Modules Defining and calling functions Parameters and return values Scope and lifetime of variables Introduction to built-in functions and modules Creating and importing custom modules 4: Data Structures Lists, tuples, and sets Accessing and manipulating elements List comprehensions Dictionaries and key-value pairs Practical exercises involving data structures 5: Exception Handling in Python Understanding exceptions in Python Importance of exception handling Types of exceptions and their meaning try-except blocks to handle exceptions Catching specific exceptions Handling multiple exceptions Using the try-except-else-finally blocks Raising Exceptions 6: File Handling Reading from and writing to files Working with text and binary files Exception handling try, except, finally CSV and JSON file formats Practical file processing examples 7: Object-Oriented Programming OOP Introduction to OOP concepts Classes and objects Attributes and methods Encapsulation, inheritance, and polymorphism Creating and using classes in Python 8: Debugging and Testing Debugging techniques and tools Common errors and how to fix them Writing and running unit tests Using assertions for testing Best practices for writing maintainable code Data Analysis 1.Introduction to Data Analysis with Python Overview of data analysis and its importance Introduction to key libraries: NumPy, pandas, and matplotlib Loading and exploring datasets using pandas Basic data exploration and summary statistics Join Our Workshop Post navigation Previous: Sunwayian Spotlight: Inspiring Alumni Talk Recap with Mr. Kiran Prajapati Data Engineer SearchSearchRecent PostsHow Nepals Social Media Council Bill, 2081 BS Could Impact Students: A Closer Look For AI Enthusiasts: A Fascinating Journey Through the History of Artificial Intelligence Power of Artificial Intelligence in Network Security: From Fraud Detection to Edge Computing in Telecom Infrastructure Enhance Your Job Placement Opportunities: Steps to a Better LinkedIn Profile in 2024 Discover The Best Python Courses In Nepal. Recent CommentsNo comments to show.Archives February 2025 January 2024 December 2023 November 2023 October 2023 September 2023 August 2023 July 2023 February 2023 December 2022 November 2022 October 2022 August 2022 Categories Blog data science digital marketing student blog Uncategorized",[],[],"[{'src': 'https://www.facebook.com/tr?id=625202062554777&ev=PageView&noscript=1', 'alt': 'fbpx', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/01/site-logo.png', 'alt': 'Sunway College Kathmandu', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/02/ad.jpg', 'alt': '', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/01/footer-logo-name.png', 'alt': 'Footer Image', 'caption': ''}]"
https://sunway.edu.np/workshop/data-science-with-python/#primary,Data Science with Python - Sunway College Kathmandu,2025-01-28T06:33:24+00:00,,"Data Science with Python Data Science is Python is a short course offered at Sunway College Kathmandu in partnership with NCC, UK. Entry Requirement: Willingness to invest a minimum of 15 hours per week Programming Basics in QBasicCC or similar is preferable No particular education requirement The selection of the candidate is subject to a comprehensive test to analyze their knowledge level Basic Course2 months Python 1: Introduction to Python Introduction to programming and Python Setting up Python environment IDEs, text editors, online interpreters Writing and running your first Python program Variables, data types, and basic operations Comments and code structure 2: Control Structures Conditional statements if, else, elif Comparison operators and boolean logic Loops for and while Break and continue statements Practical exercises and mini-projects 3: Functions and Modules Defining and calling functions Parameters and return values Scope and lifetime of variables Introduction to built-in functions and modules Creating and importing custom modules 4: Data Structures Lists, tuples, and sets Accessing and manipulating elements List comprehensions Dictionaries and key-value pairs Practical exercises involving data structures 5: Exception Handling in Python Understanding exceptions in Python Importance of exception handling Types of exceptions and their meaning try-except blocks to handle exceptions Catching specific exceptions Handling multiple exceptions Using the try-except-else-finally blocks Raising Exceptions 6: File Handling Reading from and writing to files Working with text and binary files Exception handling try, except, finally CSV and JSON file formats Practical file processing examples 7: Object-Oriented Programming OOP Introduction to OOP concepts Classes and objects Attributes and methods Encapsulation, inheritance, and polymorphism Creating and using classes in Python 8: Debugging and Testing Debugging techniques and tools Common errors and how to fix them Writing and running unit tests Using assertions for testing Best practices for writing maintainable code Data Analysis 1.Introduction to Data Analysis with Python Overview of data analysis and its importance Introduction to key libraries: NumPy, pandas, and matplotlib Loading and exploring datasets using pandas Basic data exploration and summary statistics Join Our Workshop Post navigation Previous: Sunwayian Spotlight: Inspiring Alumni Talk Recap with Mr. Kiran Prajapati Data Engineer SearchSearchRecent PostsHow Nepals Social Media Council Bill, 2081 BS Could Impact Students: A Closer Look For AI Enthusiasts: A Fascinating Journey Through the History of Artificial Intelligence Power of Artificial Intelligence in Network Security: From Fraud Detection to Edge Computing in Telecom Infrastructure Enhance Your Job Placement Opportunities: Steps to a Better LinkedIn Profile in 2024 Discover The Best Python Courses In Nepal. Recent CommentsNo comments to show.Archives February 2025 January 2024 December 2023 November 2023 October 2023 September 2023 August 2023 July 2023 February 2023 December 2022 November 2022 October 2022 August 2022 Categories Blog data science digital marketing student blog Uncategorized",[],[],"[{'src': 'https://www.facebook.com/tr?id=625202062554777&ev=PageView&noscript=1', 'alt': 'fbpx', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/01/site-logo.png', 'alt': 'Sunway College Kathmandu', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/02/ad.jpg', 'alt': '', 'caption': ''}, {'src': 'https://sunway.edu.np/wp-content/uploads/2025/01/footer-logo-name.png', 'alt': 'Footer Image', 'caption': ''}]"
