url,content
https://sunway.edu.np/author/sunwayadmin,"Obstacle Detection and Avoidance: The ultrasonic sensor continuously measures the distance to nearby objects. If an obstacle is detected within a certain range, the Arduino board instructs the motors to stop or change direction to avoid a collision."
https://sunway.edu.np/author/sunwayadmin,"Bluetooth Control: Through the Android application, the user can control the car wirelessly. They can send commands to move the car forward, backward, left, or right. The Arduino board receives these commands via the HC-05 module and executes the corresponding motor movements."
https://sunway.edu.np/author/sunwayadmin,"Education and Research: This project serves as an excellent educational tool for students and hobbyists interested in robotics, automation, and embedded systems. It provides hands-on experience in assembling and programming a complex system, fostering a deeper understanding of engineering concepts. Additionally, researchers can utilize the car to explore advancements in autonomous navigation and obstacle avoidance algorithms."
https://sunway.edu.np/author/sunwayadmin,"Indoor Navigation and Surveillance: The automatic obstacle-avoiding car can be employed in indoor environments such as warehouses, hospitals, or museums for surveillance or navigation purposes. It can autonomously navigate through the premises, avoiding obstacles and collecting valuable data or performing monitoring tasks."
https://sunway.edu.np/author/sunwayadmin,"Assistive Technology: The car’s obstacle detection and avoidance capabilities make it suitable for assistive technology applications. For individuals with mobility impairments, it can act as a robotic aid, helping them navigate safely through their environment. By integrating voice commands, it offers an intuitive and accessible means of control."
https://sunway.edu.np/author/sunwayadmin,"Entertainment and Gaming: The car’s wireless control and voice recognition features make it an engaging platform for entertainment and gaming applications. Users can enjoy controlling the car remotely using their Android device, competing in obstacle courses, or participating in interactive games that require precise movements and quick responses."
https://sunway.edu.np/author/sunwayadmin,"Prototyping and Development: The automatic obstacle-avoiding car serves as a prototyping platform for testing and developing algorithms and functionalities for autonomous vehicles. It provides a cost-effective and customizable solution for evaluating navigation strategies, sensor fusion techniques, and human-machine interaction interfaces."
https://sunway.edu.np/category/blog,"Impact on Freedom of ExpressionOne of the main concerns about the bill is its potential effect on freedom of speech and expression. While the government’s intention is to curb harmful content, such as hate speech and cyberbullying, there is worry that the broad nature of the regulations could also suppress legitimate expression. For students who use social media to engage in activism, academic discussions, or even personal expression, the fear of unwarranted censorship or punishment could lead to self-censorship and limited discourse online."
https://sunway.edu.np/category/blog,"Education and LearningMany students rely on social media platforms for educational content, online courses, webinars, and knowledge-sharing. However, the new Bill’s stringent content regulations could restrict access to certain types of content or make platforms overly cautious about the content they allow. Students who use YouTube, LinkedIn, and other social media for professional networking, learning, and career growth might find themselves limited by the need for companies to censor certain types of content to comply with the Bill."
https://sunway.edu.np/category/blog,"Online Privacy and Data SecurityOne of the Bill’s main selling points is its promise to improve information security, privacy of personal data, and cyber security. While this is an encouraging development, students will need to remain vigilant about their online footprint. The fear of stricter regulations could cause students to reconsider how much personal information they share on social media, which could have implications for those looking to build their online presence, especially for career networking or self-branding."
https://sunway.edu.np/category/blog,"Fines and AccountabilityWith fines of up to Rs 500,000 for users who engage in online activities deemed harmful, students may feel more apprehensive about their interactions on social media. The Bill’s broad scope, covering actions such as posting, liking, commenting, or tagging with the “wrong intention,” means that students could be penalized for actions that may seem innocuous or unintentional. This could make students more cautious, reducing their willingness to participate in conversations or share content freely."
https://sunway.edu.np/category/blog,"A Changing Social Media LandscapeThe implementation of the Social Media Council Bill will undoubtedly reshape the way social media operates in Nepal. With stricter regulations on digital platforms, students may find themselves navigating a more controlled online space. This could impact everything from group discussions, student activism, and university-related social media projects to career-building efforts on platforms like LinkedIn. It may also push students to look for new, alternative platforms to communicate or organize, especially if they feel stifled by existing social media regulations."
https://sunway.edu.np/author/sunwayseomanager,Medicine/MBBS
https://sunway.edu.np/author/sunwayseomanager,Engineering
https://sunway.edu.np/author/sunwayseomanager,Artificial Intelligence (AI)
https://sunway.edu.np/author/sunwayseomanager,Data Science
https://sunway.edu.np/author/sunwayseomanager,Information Technology (IT) and Software
https://sunway.edu.np/author/sunwayseomanager,Bachelor in Hotel Management
https://sunway.edu.np/author/sunwayseomanager,LLB (Bachelor of Law)
https://sunway.edu.np/author/sunwayseomanager,BBA (Bachelor of Business Administration)
https://sunway.edu.np/category/student-blog,What does this trend look like over a longer period of time?
https://sunway.edu.np/category/student-blog,Is this explainable by something like the genre of entertainment?
https://sunway.edu.np/category/student-blog,Turn on the device
https://sunway.edu.np/category/student-blog,Sense Objects
https://sunway.edu.np/category/student-blog,Arduino receives data from the sensor
https://sunway.edu.np/category/student-blog,Transmits signals to the relay to turn on the dispenser
https://sunway.edu.np/category/student-blog,Fetch flavored water.
https://sunway.edu.np/analyzing-netflix-movie-trends-are-movies-getting-shorter,What does this trend look like over a longer period of time?
https://sunway.edu.np/analyzing-netflix-movie-trends-are-movies-getting-shorter,Is this explainable by something like the genre of entertainment?
https://sunway.edu.np/2025/02,"Impact on Freedom of ExpressionOne of the main concerns about the bill is its potential effect on freedom of speech and expression. While the government’s intention is to curb harmful content, such as hate speech and cyberbullying, there is worry that the broad nature of the regulations could also suppress legitimate expression. For students who use social media to engage in activism, academic discussions, or even personal expression, the fear of unwarranted censorship or punishment could lead to self-censorship and limited discourse online."
https://sunway.edu.np/2025/02,"Education and LearningMany students rely on social media platforms for educational content, online courses, webinars, and knowledge-sharing. However, the new Bill’s stringent content regulations could restrict access to certain types of content or make platforms overly cautious about the content they allow. Students who use YouTube, LinkedIn, and other social media for professional networking, learning, and career growth might find themselves limited by the need for companies to censor certain types of content to comply with the Bill."
https://sunway.edu.np/2025/02,"Online Privacy and Data SecurityOne of the Bill’s main selling points is its promise to improve information security, privacy of personal data, and cyber security. While this is an encouraging development, students will need to remain vigilant about their online footprint. The fear of stricter regulations could cause students to reconsider how much personal information they share on social media, which could have implications for those looking to build their online presence, especially for career networking or self-branding."
https://sunway.edu.np/2025/02,"Fines and AccountabilityWith fines of up to Rs 500,000 for users who engage in online activities deemed harmful, students may feel more apprehensive about their interactions on social media. The Bill’s broad scope, covering actions such as posting, liking, commenting, or tagging with the “wrong intention,” means that students could be penalized for actions that may seem innocuous or unintentional. This could make students more cautious, reducing their willingness to participate in conversations or share content freely."
https://sunway.edu.np/2025/02,"A Changing Social Media LandscapeThe implementation of the Social Media Council Bill will undoubtedly reshape the way social media operates in Nepal. With stricter regulations on digital platforms, students may find themselves navigating a more controlled online space. This could impact everything from group discussions, student activism, and university-related social media projects to career-building efforts on platforms like LinkedIn. It may also push students to look for new, alternative platforms to communicate or organize, especially if they feel stifled by existing social media regulations."
https://sunway.edu.np/automatic-panipuri-water-dispenser-at-sunway-college,Turn on the device
https://sunway.edu.np/automatic-panipuri-water-dispenser-at-sunway-college,Sense Objects
https://sunway.edu.np/automatic-panipuri-water-dispenser-at-sunway-college,Arduino receives data from the sensor
https://sunway.edu.np/automatic-panipuri-water-dispenser-at-sunway-college,Transmits signals to the relay to turn on the dispenser
https://sunway.edu.np/automatic-panipuri-water-dispenser-at-sunway-college,Fetch flavored water.
https://sunway.edu.np/2023/11,Medicine/MBBS
https://sunway.edu.np/2023/11,Engineering
https://sunway.edu.np/2023/11,Artificial Intelligence (AI)
https://sunway.edu.np/2023/11,Data Science
https://sunway.edu.np/2023/11,Information Technology (IT) and Software
https://sunway.edu.np/2023/11,Bachelor in Hotel Management
https://sunway.edu.np/2023/11,LLB (Bachelor of Law)
https://sunway.edu.np/2023/11,BBA (Bachelor of Business Administration)
https://sunway.edu.np/2023/09,What does this trend look like over a longer period of time?
https://sunway.edu.np/2023/09,Is this explainable by something like the genre of entertainment?
https://sunway.edu.np/2023/07,"Arduino: Arduino is an open-source microcontroller platform that serves as the brain of the car. It provides an interface between the various modules and sensors, allowing them to communicate and work together efficiently."
https://sunway.edu.np/2023/07,"Arduino Motor Shield: The Arduino Motor Shield is an add-on board that enables the control of multiple motors simultaneously. It allows precise control over the car’s movement, including speed, direction, and rotation."
https://sunway.edu.np/2023/07,"HC-05 Bluetooth Module: The HC-05 Bluetooth module facilitates wireless communication between the car and an Android device. It enables remote control of the vehicle, adding an element of convenience and versatility to the system."
https://sunway.edu.np/2023/07,"Ultrasonic Sensor: The ultrasonic sensor plays a crucial role in obstacle detection. By emitting ultrasonic waves and measuring the time taken for the waves to bounce back, the sensor can determine the distance between the car and any obstruction in its path."
https://sunway.edu.np/2023/07,Hardware Setup
https://sunway.edu.np/2023/07,"Obstacle Detection and Avoidance: The ultrasonic sensor continuously measures the distance to nearby objects. If an obstacle is detected within a certain range, the Arduino board instructs the motors to stop or change direction to avoid a collision."
https://sunway.edu.np/2023/07,"Bluetooth Control: Through the Android application, the user can control the car wirelessly. They can send commands to move the car forward, backward, left, or right. The Arduino board receives these commands via the HC-05 module and executes the corresponding motor movements."
https://sunway.edu.np/2023/07,"Education and Research: This project serves as an excellent educational tool for students and hobbyists interested in robotics, automation, and embedded systems. It provides hands-on experience in assembling and programming a complex system, fostering a deeper understanding of engineering concepts. Additionally, researchers can utilize the car to explore advancements in autonomous navigation and obstacle avoidance algorithms."
https://sunway.edu.np/2023/07,"Indoor Navigation and Surveillance: The automatic obstacle-avoiding car can be employed in indoor environments such as warehouses, hospitals, or museums for surveillance or navigation purposes. It can autonomously navigate through the premises, avoiding obstacles and collecting valuable data or performing monitoring tasks."
https://sunway.edu.np/2023/07,"Assistive Technology: The car’s obstacle detection and avoidance capabilities make it suitable for assistive technology applications. For individuals with mobility impairments, it can act as a robotic aid, helping them navigate safely through their environment. By integrating voice commands, it offers an intuitive and accessible means of control."
https://sunway.edu.np/2023/07,"Entertainment and Gaming: The car’s wireless control and voice recognition features make it an engaging platform for entertainment and gaming applications. Users can enjoy controlling the car remotely using their Android device, competing in obstacle courses, or participating in interactive games that require precise movements and quick responses."
https://sunway.edu.np/2023/07,"Prototyping and Development: The automatic obstacle-avoiding car serves as a prototyping platform for testing and developing algorithms and functionalities for autonomous vehicles. It provides a cost-effective and customizable solution for evaluating navigation strategies, sensor fusion techniques, and human-machine interaction interfaces."
https://sunway.edu.np/automatic-obstacle-avoiding-car-with-arduino-and-ultrasonic,"Arduino: Arduino is an open-source microcontroller platform that serves as the brain of the car. It provides an interface between the various modules and sensors, allowing them to communicate and work together efficiently."
https://sunway.edu.np/automatic-obstacle-avoiding-car-with-arduino-and-ultrasonic,"Arduino Motor Shield: The Arduino Motor Shield is an add-on board that enables the control of multiple motors simultaneously. It allows precise control over the car’s movement, including speed, direction, and rotation."
https://sunway.edu.np/automatic-obstacle-avoiding-car-with-arduino-and-ultrasonic,"HC-05 Bluetooth Module: The HC-05 Bluetooth module facilitates wireless communication between the car and an Android device. It enables remote control of the vehicle, adding an element of convenience and versatility to the system."
https://sunway.edu.np/automatic-obstacle-avoiding-car-with-arduino-and-ultrasonic,"Ultrasonic Sensor: The ultrasonic sensor plays a crucial role in obstacle detection. By emitting ultrasonic waves and measuring the time taken for the waves to bounce back, the sensor can determine the distance between the car and any obstruction in its path."
https://sunway.edu.np/automatic-obstacle-avoiding-car-with-arduino-and-ultrasonic,Hardware Setup
https://sunway.edu.np/automatic-obstacle-avoiding-car-with-arduino-and-ultrasonic,"Obstacle Detection and Avoidance: The ultrasonic sensor continuously measures the distance to nearby objects. If an obstacle is detected within a certain range, the Arduino board instructs the motors to stop or change direction to avoid a collision."
https://sunway.edu.np/automatic-obstacle-avoiding-car-with-arduino-and-ultrasonic,"Bluetooth Control: Through the Android application, the user can control the car wirelessly. They can send commands to move the car forward, backward, left, or right. The Arduino board receives these commands via the HC-05 module and executes the corresponding motor movements."
https://sunway.edu.np/automatic-obstacle-avoiding-car-with-arduino-and-ultrasonic,"Education and Research: This project serves as an excellent educational tool for students and hobbyists interested in robotics, automation, and embedded systems. It provides hands-on experience in assembling and programming a complex system, fostering a deeper understanding of engineering concepts. Additionally, researchers can utilize the car to explore advancements in autonomous navigation and obstacle avoidance algorithms."
https://sunway.edu.np/automatic-obstacle-avoiding-car-with-arduino-and-ultrasonic,"Indoor Navigation and Surveillance: The automatic obstacle-avoiding car can be employed in indoor environments such as warehouses, hospitals, or museums for surveillance or navigation purposes. It can autonomously navigate through the premises, avoiding obstacles and collecting valuable data or performing monitoring tasks."
https://sunway.edu.np/automatic-obstacle-avoiding-car-with-arduino-and-ultrasonic,"Assistive Technology: The car’s obstacle detection and avoidance capabilities make it suitable for assistive technology applications. For individuals with mobility impairments, it can act as a robotic aid, helping them navigate safely through their environment. By integrating voice commands, it offers an intuitive and accessible means of control."
https://sunway.edu.np/automatic-obstacle-avoiding-car-with-arduino-and-ultrasonic,"Entertainment and Gaming: The car’s wireless control and voice recognition features make it an engaging platform for entertainment and gaming applications. Users can enjoy controlling the car remotely using their Android device, competing in obstacle courses, or participating in interactive games that require precise movements and quick responses."
https://sunway.edu.np/automatic-obstacle-avoiding-car-with-arduino-and-ultrasonic,"Prototyping and Development: The automatic obstacle-avoiding car serves as a prototyping platform for testing and developing algorithms and functionalities for autonomous vehicles. It provides a cost-effective and customizable solution for evaluating navigation strategies, sensor fusion techniques, and human-machine interaction interfaces."
https://sunway.edu.np/2022/08,Turn on the device
https://sunway.edu.np/2022/08,Sense Objects
https://sunway.edu.np/2022/08,Arduino receives data from the sensor
https://sunway.edu.np/2022/08,Transmits signals to the relay to turn on the dispenser
https://sunway.edu.np/2022/08,Fetch flavored water.
https://sunway.edu.np/high-paying-jobs-after-12th-science-what-are-your-options-in-2023,Medicine/MBBS
https://sunway.edu.np/high-paying-jobs-after-12th-science-what-are-your-options-in-2023,Engineering
https://sunway.edu.np/high-paying-jobs-after-12th-science-what-are-your-options-in-2023,Artificial Intelligence (AI)
https://sunway.edu.np/high-paying-jobs-after-12th-science-what-are-your-options-in-2023,Data Science
https://sunway.edu.np/high-paying-jobs-after-12th-science-what-are-your-options-in-2023,Information Technology (IT) and Software
https://sunway.edu.np/high-paying-jobs-after-12th-science-what-are-your-options-in-2023,Bachelor in Hotel Management
https://sunway.edu.np/high-paying-jobs-after-12th-science-what-are-your-options-in-2023,LLB (Bachelor of Law)
https://sunway.edu.np/high-paying-jobs-after-12th-science-what-are-your-options-in-2023,BBA (Bachelor of Business Administration)
https://sunway.edu.np/author/sunwayseomanager/page/2,What does this trend look like over a longer period of time?
https://sunway.edu.np/author/sunwayseomanager/page/2,Is this explainable by something like the genre of entertainment?
https://sunway.edu.np/category/blog/page/2,Medicine/MBBS
https://sunway.edu.np/category/blog/page/2,Engineering
https://sunway.edu.np/category/blog/page/2,Artificial Intelligence (AI)
https://sunway.edu.np/category/blog/page/2,Data Science
https://sunway.edu.np/category/blog/page/2,Information Technology (IT) and Software
https://sunway.edu.np/category/blog/page/2,Bachelor in Hotel Management
https://sunway.edu.np/category/blog/page/2,LLB (Bachelor of Law)
https://sunway.edu.np/category/blog/page/2,BBA (Bachelor of Business Administration)
https://sunway.edu.np/category/blog/page/2,"Arduino: Arduino is an open-source microcontroller platform that serves as the brain of the car. It provides an interface between the various modules and sensors, allowing them to communicate and work together efficiently."
https://sunway.edu.np/category/blog/page/2,"Arduino Motor Shield: The Arduino Motor Shield is an add-on board that enables the control of multiple motors simultaneously. It allows precise control over the car’s movement, including speed, direction, and rotation."
https://sunway.edu.np/category/blog/page/2,"HC-05 Bluetooth Module: The HC-05 Bluetooth module facilitates wireless communication between the car and an Android device. It enables remote control of the vehicle, adding an element of convenience and versatility to the system."
https://sunway.edu.np/category/blog/page/2,"Ultrasonic Sensor: The ultrasonic sensor plays a crucial role in obstacle detection. By emitting ultrasonic waves and measuring the time taken for the waves to bounce back, the sensor can determine the distance between the car and any obstruction in its path."
https://sunway.edu.np/category/blog/page/2,Hardware Setup
https://sunway.edu.np/category/blog/page/2,"Obstacle Detection and Avoidance: The ultrasonic sensor continuously measures the distance to nearby objects. If an obstacle is detected within a certain range, the Arduino board instructs the motors to stop or change direction to avoid a collision."
https://sunway.edu.np/category/blog/page/2,"Bluetooth Control: Through the Android application, the user can control the car wirelessly. They can send commands to move the car forward, backward, left, or right. The Arduino board receives these commands via the HC-05 module and executes the corresponding motor movements."
https://sunway.edu.np/category/blog/page/2,"Education and Research: This project serves as an excellent educational tool for students and hobbyists interested in robotics, automation, and embedded systems. It provides hands-on experience in assembling and programming a complex system, fostering a deeper understanding of engineering concepts. Additionally, researchers can utilize the car to explore advancements in autonomous navigation and obstacle avoidance algorithms."
https://sunway.edu.np/category/blog/page/2,"Indoor Navigation and Surveillance: The automatic obstacle-avoiding car can be employed in indoor environments such as warehouses, hospitals, or museums for surveillance or navigation purposes. It can autonomously navigate through the premises, avoiding obstacles and collecting valuable data or performing monitoring tasks."
https://sunway.edu.np/category/blog/page/2,"Assistive Technology: The car’s obstacle detection and avoidance capabilities make it suitable for assistive technology applications. For individuals with mobility impairments, it can act as a robotic aid, helping them navigate safely through their environment. By integrating voice commands, it offers an intuitive and accessible means of control."
https://sunway.edu.np/category/blog/page/2,"Entertainment and Gaming: The car’s wireless control and voice recognition features make it an engaging platform for entertainment and gaming applications. Users can enjoy controlling the car remotely using their Android device, competing in obstacle courses, or participating in interactive games that require precise movements and quick responses."
https://sunway.edu.np/category/blog/page/2,"Prototyping and Development: The automatic obstacle-avoiding car serves as a prototyping platform for testing and developing algorithms and functionalities for autonomous vehicles. It provides a cost-effective and customizable solution for evaluating navigation strategies, sensor fusion techniques, and human-machine interaction interfaces."
https://sunway.edu.np/author/sunwayadmin/page/2,Turn on the device
https://sunway.edu.np/author/sunwayadmin/page/2,Sense Objects
https://sunway.edu.np/author/sunwayadmin/page/2,Arduino receives data from the sensor
https://sunway.edu.np/author/sunwayadmin/page/2,Transmits signals to the relay to turn on the dispenser
https://sunway.edu.np/author/sunwayadmin/page/2,Fetch flavored water.
https://sunway.edu.np/news/hult-prize,Recruit teams each consisting of 3-5 Members
https://sunway.edu.np/news/hult-prize,Find Sponsorship
https://sunway.edu.np/news/hult-prize,Plan Sessions
https://sunway.edu.np/news/hult-prize,"Invite Judges, speakers and Guests"
https://sunway.edu.np/news/hult-prize,Make all the logistics ready
https://sunway.edu.np/news/hult-prize,"Eligibility

The Hult Prize Competition is open to teams of a minimum of three or a maximum of five members who are currently actively enrolled as full-time or part-time undergraduate or graduate students."
https://sunway.edu.np/news/hult-prize,The Hult Prize Competition is open to teams of a minimum of three or a maximum of five members who are currently actively enrolled as full-time or part-time undergraduate or graduate students.
https://sunway.edu.np/news/hult-prize,"General Terms

There is no entry fee
The team will represent their university, so team members must be enrolled at the same university. However, teams have the option to include one single team member from a different university.
All team members must individually be enrolled in a higher education course of studies at the time of the application and be able to provide an acceptable student status confirmation document.
All team members must be listed on the official registration. Any changes to team members must be in writing, unanimous, and approved by the Hult Prize Foundation at its sole discretion. Students can only be registered in one team at a time.
All costs related to participating in the Hult Prize Competition or any other Hult Prize Foundation program, including transportation, meals and accommodation, are the responsibility of the participant.
Business ideas/proposals must be the original work of entrants, and only one business idea can be proposed per team.
Entrants must agree that the content, images, representations, and ideas presented during any stage of the Hult Prize Competition may be published by the Hult Prize Foundation and shared with strategic partners without limitation.
All submissions from startups must be in English, and all official competition phases will be held in English."
https://sunway.edu.np/news/hult-prize,There is no entry fee
https://sunway.edu.np/news/hult-prize,"The team will represent their university, so team members must be enrolled at the same university. However, teams have the option to include one single team member from a different university."
https://sunway.edu.np/news/hult-prize,All team members must individually be enrolled in a higher education course of studies at the time of the application and be able to provide an acceptable student status confirmation document.
https://sunway.edu.np/news/hult-prize,"All team members must be listed on the official registration. Any changes to team members must be in writing, unanimous, and approved by the Hult Prize Foundation at its sole discretion. Students can only be registered in one team at a time."
https://sunway.edu.np/news/hult-prize,"All costs related to participating in the Hult Prize Competition or any other Hult Prize Foundation program, including transportation, meals and accommodation, are the responsibility of the participant."
https://sunway.edu.np/news/hult-prize,"Business ideas/proposals must be the original work of entrants, and only one business idea can be proposed per team."
https://sunway.edu.np/news/hult-prize,"Entrants must agree that the content, images, representations, and ideas presented during any stage of the Hult Prize Competition may be published by the Hult Prize Foundation and shared with strategic partners without limitation."
https://sunway.edu.np/news/hult-prize,"All submissions from startups must be in English, and all official competition phases will be held in English."
https://sunway.edu.np/news/hult-prize,"Competition & Selection Process

In addition to participating in Hult Prize competition events, teams must complete mandatory milestone submissions in order to advance to the next phase of the competition.
Teams may be asked to provide convincing evidence of all claims made during any phase of the competition in order to be eligible for advancement."
https://sunway.edu.np/news/hult-prize,"In addition to participating in Hult Prize competition events, teams must complete mandatory milestone submissions in order to advance to the next phase of the competition."
https://sunway.edu.np/news/hult-prize,Teams may be asked to provide convincing evidence of all claims made during any phase of the competition in order to be eligible for advancement.
https://sunway.edu.np/news/hult-prize,Virtual session on Entrepreneurship by Mr. Sajal Joshi (C.E.O and co-founder of Helmets Nepal):
