url,content
https://sunway.edu.np/tag/ielts-scholarships,Tag: IELTS scholarships
https://sunway.edu.np/2022/12,Month: December 2022
https://sunway.edu.np/social-media-marketing-why-is-it-important,Social Media Marketing: Why is it Important?
https://sunway.edu.np/2022/11,Month: November 2022
https://sunway.edu.np/2022/10,Month: October 2022
https://sunway.edu.np/2022/08,Month: August 2022
https://sunway.edu.np/category/digital-marketing,Category: digital marketing
https://sunway.edu.np/about,Why Sunway College?
https://sunway.edu.np/high-paying-jobs-after-12th-science-what-are-your-options-in-2023,High-Paying Jobs After 12th Science: What Are Your Options in 2023?
https://sunway.edu.np/workshop/multimedia-training-by-verside-production,Multimedia Training by Verside Production
https://sunway.edu.np/workshop/free-session-on-data-science-as-a-career-for-2-students,Free 1 Day Session/Workshop on Data Science as a Career for +2 Students
https://sunway.edu.np/workshop/free-digital-marketing-workshop-for-2-graduates,Free Digital Marketing Workshop for +2 Graduates
https://sunway.edu.np/workshop/a-session-on-data-science-as-a-career,A Session on Data Science As a Career
https://sunway.edu.np/workshop/webinar-datascience-ai,Webinar – Limitless Scope & Promising Future of Data Science and AI
https://sunway.edu.np/workshop/sunwayian-spotlight-inspiring-alumni-talk-recap-with-mr-kiran-prajapati-data-engineer,Sunwayian Spotlight: Inspiring Alumni Talk Recap with Mr. Kiran Prajapati (Data Engineer)
https://sunway.edu.np/workshop/data-science-with-python,Data Science with Python
https://sunway.edu.np/author/sunwayseomanager/page/2,Author: Simoli Desai
https://sunway.edu.np/category/blog/page/2,Category: Blog
https://sunway.edu.np/author/sunwayadmin/page/2,Author: admin
https://sunway.edu.np/notice/ai-admission-week,AI Admission Week
https://sunway.edu.np/notice/annual-day-2023,Annual Day 2023
https://sunway.edu.np/notice/admission-open,Admission open for BSc(Hons) Computer and Data Science
https://sunway.edu.np/notice/exam-notice-for-bcs,𝐋𝐚𝐮𝐧𝐜𝐡𝐢𝐧𝐠 𝐁𝐀 (𝐇𝐨𝐧𝐬) 𝐌𝐚𝐫𝐤𝐞𝐭𝐢𝐧𝐠 𝐖𝐢𝐭𝐡 𝐃𝐢𝐠𝐢𝐭𝐚𝐥 𝐂𝐨𝐦𝐦𝐮𝐧𝐢𝐜𝐚𝐭𝐢𝐨𝐧 𝐬𝐨𝐨𝐧
https://sunway.edu.np/news/ielts-scholarship,Sunway College Announces Special ‘IELTS’ Scholarship Opportunity for AI Studies!
https://sunway.edu.np/news/sunway-college-kathmandu-partners-with-adex-for-ai-student-empowerment-in-cloud-computing,Sunway College and Adex: Empowering Futures with Mentorship and Placement Opportunities
https://sunway.edu.np/news/sunway-college-kathmandu-partners-with-inspiring-lab-to-empower-students-for-industry-success,Sunway College Kathmandu Partners with Inspiring Lab to Empower Students for Industry Success
https://sunway.edu.np/news/to-empower-students-with-localized-ai-expertise-sunway-partners-with-diyo-ai,To Empower Students with Localized AI Expertise Sunway Partners with Diyo AI
https://sunway.edu.np/news/sunway-college-kathmandu-partners-with-kathmandu-metropolitan-city-to-empower-local-communities,Sunway College Kathmandu Partners with Kathmandu Metropolitan City to Empower Local Communities
https://sunway.edu.np/news/our-new-partnership-with-slash-plus-empowers-students-through-real-world-learning,Our New Partnership with Slash Plus Empowers Students through Real-World Learning
https://sunway.edu.np/news/sunway-college-kathmandu-partners-with-leading-ai-and-automation-provider-quickfox-consulting,Sunway College Kathmandu Partners with Leading AI and Automation Provider Quickfox Consulting
https://sunway.edu.np/news/sunway-college-kathmandu-and-clock-b-business-technology-forge-partnership-for-future-ready-graduates,Sunway College Kathmandu and Clock b Business Technology Forge Partnership for Future-Ready Graduates
https://sunway.edu.np/news/aqore-staffing-software-and-sunway-college-kathmandu-partner-for-graduate-employability,Aqore Staffing Software and Sunway College Kathmandu Partner for Graduate Employability
https://sunway.edu.np/news/pabson-and-softed-group-forge-strategic-partnership-for-it-education-and-scholarships,Sunway College Kathmandu and Pabson Join Forces to Transform Education in Nepal
https://sunway.edu.np/news/dynamic-collaboration-with-pathao-nepal,Sunway College and Pathao Nepal team up to Offer Internship and Job Opportunities for IT Students
https://sunway.edu.np/news/placement-mou-with-lis-nepal-pvt-ltd,Sunway College and LIS Nepal Collaborate to Offer Placement Opportunities for IT Graduates
https://sunway.edu.np/news/sunway-college-kathmandu-signs-a-training-and-placement-mou-with-yarsa-labs,Partnership between Sunway College and Yarsa Labs to foster innovation and talent in the IT sector
https://sunway.edu.np/news/uk-certified-short-courses-on-data-science-and-ai,UK Certified Short Courses on Data Science and AI
https://sunway.edu.np/news/graduation,Graduation
https://sunway.edu.np/news/special-scholarships-for-ielts-score,Special Scholarships for IELTS Score
https://sunway.edu.np/news/hult-prize,Hult Prize
https://sunway.edu.np/news/member-institute-of-aws,Member Institute of AWS
https://sunway.edu.np/news/official-github-partner,Official GitHub Partner
